,approve_idx,approvedText,label_idx,labeledText,score,service
109,1848,"You retain your ownership in and to Content you submit, post or upload to the Services, and your use of the Services does not transfer any ownership from you to Crowdmark.",1238,"You retain your ownership in and to Content you submit, post or upload to the Services, and your use of the Services does not transfer any ownership from you to Crowdmark.",1.0,crowdmark
110,1853,"You can set your browser to refuse cookies, but some portions of the Website may not work properly if you refuse cookies.",1240,"You can set your browser to refuse cookies, but some portions of the Website may not work properly if you refuse cookies.",1.0,crowdmark
111,1855,"These Terms of Service are governed, interpreted and construed in accordance with the laws of the Province of Ontario and the applicable laws of Canada, without giving effect to any principles of conflicts of laws contained therein, and you hereby consent and submit to the exclusive jurisdiction of the Courts of Ontario.",1235,"These Terms of Service are governed, interpreted and construed in accordance with the laws of the Province of Ontario and the applicable laws of Canada, without giving effect to any principles of conflicts of laws contained therein, and you hereby consent and submit to the exclusive jurisdiction of the Courts of Ontario.",1.0,crowdmark
112,1856,"If Crowdmark is to be sold, merged or amalgamated or is to sell or dispose of substantially all of its assets, your personal information may be transferred to a potential purchaser if, and to the extent, necessary for the purposes of deciding whether to proceed with the sale and completing the sale.",1237,"If Crowdmark is to be sold, merged or amalgamated or is to sell or dispose of substantially all of its assets, your personal information may be transferred to a potential purchaser if, and to the extent, necessary for the purposes of deciding whether to proceed with the sale and completing the sale.",1.0,crowdmark
113,1857,"</li>
<li>A “<strong>web beacon</strong>” is an electronic image (also referred to as an “action tag,” “single-pixel,” or “clear GIF”) that is commonly used to track the traffic patterns of users from one web page to another in order to maximize web traffic flow and to otherwise analyze the effectiveness of websites.
Some web beacons may be unusable if you elect to reject their associated cookies.
Some of the Website’s web pages may use web beacons in conjunction with cookies to compile aggregate statistics about your use of the Website.",1239,"A “web beacon” is an electronic image (also referred to as an “action tag,” “single-pixel,” or “clear GIF”) that is commonly used to track the traffic patterns of users from one web page to another in order to maximize web traffic flow and to otherwise analyze the effectiveness of websites.Some web beacons may be unusable if you elect to reject their associated cookies.Some of the Website’s web pages may use web beacons in conjunction with cookies to compile aggregate statistics about your use of the Website.",0.9692307692307692,crowdmark
114,1859,"You hereby waive, in favour of Crowdmark, your moral rights under Canada’s <em>Copyright Act</em> or any successor legislation or similar law under the laws of Canada or the laws of other countries, that you, as author, have or may in your Content.</li>",1241,"You hereby waive, in favour of Crowdmark, your moral rights under Canada’s Copyright Act or any successor legislation or similar law under the laws of Canada or the laws of other countries, that you, as author, have or may in your Content.",0.979253112033195,crowdmark
115,1933,"Arbitration</em>.
Subject to Section 10(f<em>), </em>any dispute arising out of these Terms, the
Privacy Policy, or the Services will be resolved exclusively on an individual basis by binding and confidential arbitration conducted in the English language, in New York, New York, before a single commercial arbitrator from JAMS, Inc.
(“<strong>JAMS</strong>”) applying the then-current version of the Streamlined Arbitration Rules and procedures available
here or, if the amount of damages claimed or sought exceeds $250,000, the most current version of the Comprehensive Arbitration Rules and Procedures",1244,"Arbitration.Subject to Section 10(f), any dispute arising out of these Terms, the Privacy Policy, or the Services will be resolved exclusively on an individual basis by binding and confidential arbitration conducted in the English language, in New York, New York, before a single commercial arbitrator from JAMS, Inc.(“JAMS”) applying the then-current version of the Streamlined Arbitration Rules and procedures availablehere or, if the amount of damages claimed or sought exceeds $250,000, the most current version of the Comprehensive Arbitration Rules and Procedures",0.9692832764505119,dashlane
116,1934,"Waiver of Class Action</em>.
ANY CLAIMS WITHIN THE SCOPE OF THIS ARBITRATION AGREEMENT MUST BE BROUGHT IN THE RESPECTIVE PARTY’S INDIVIDUAL CAPACITY AND NOT AS A PLAINTIFF OR MEMBER IN ANY PURPORTED CLASS OR REPRESENTATIVE PROCEEDING, AND THE ARBITRATOR MAY NOT (i) CONSOLIDATE MORE THAN ONE PERSON’S CLAIMS, (ii) OTHERWISE PRESIDE OVER ANY FORM OF A REPRESENTATIVE OR CLASS PROCEEDING, OR (iii) AWARD CLASS-WIDE RELIEF.",1243,"Waiver of Class Action.ANY CLAIMS WITHIN THE SCOPE OF THIS ARBITRATION AGREEMENT MUST BE BROUGHT IN THE RESPECTIVE PARTY’S INDIVIDUAL CAPACITY AND NOT AS A PLAINTIFF OR MEMBER IN ANY PURPORTED CLASS OR REPRESENTATIVE PROCEEDING, AND THE ARBITRATOR MAY NOT (i) CONSOLIDATE MORE THAN ONE PERSON’S CLAIMS, (ii) OTHERWISE PRESIDE OVER ANY FORM OF A REPRESENTATIVE OR CLASS PROCEEDING, OR (iii) AWARD CLASS-WIDE RELIEF.",0.9928057553956835,dashlane
117,2000,"This Service is provided by DeviantArt on an ""AS IS"" and ""AS AVAILABLE"" basis and DeviantArt reserves the right to modify, suspend or discontinue the Service, in its sole discretion, at any time and without notice.
<b>",1388,"This Service is provided by DeviantArt on an ""AS IS"" and ""AS AVAILABLE"" basis and DeviantArt reserves the right to modify, suspend or discontinue the Service, in its sole discretion, at any time and without notice.",0.9907407407407407,deviantart
118,2006,DeviantArt does not claim ownership rights in your works or other materials posted by you to DeviantArt (Your Content).,1368,DeviantArt does not claim ownership rights in your works or other materials posted by you to DeviantArt (Your Content).,1.0,deviantart
119,2050,"<p>If You cease using the Service, You confirm that We are entitled to continue using Your user-generated content and may continue to display Your username along with Your content pursuant to the rights granted above.</p>",1920,"If You cease using Discogs Services, You confirm that Discogs is entitled to continue using Your user-generated content and may continue display Your user name along with Your content pursuant to the rights granted above.",0.9153318077803204,discogs
120,2051,"You grant a non-exclusive, non-revocable, transferable right to Us to use Your user-generated content, unrestricted in time and territory, for the purpose of rendering the Service.</p",1916,"You grant a non-exclusive, non-revocable, transferable right to Discogs to use Your user-generated content, unrestricted in time and territory, for the purpose of rendering the Services.</p",0.978494623655914,discogs
121,2053,"INDEMNITY
<p>You agree to indemnify and hold Us, and Our subsidiaries, affiliates, officers, agents, co-branders or other partners, and employees, harmless from any alleged claim or demand, including reasonable attorney fees, made by any third party due to or arising out of Your use of the Service, Your connection to the Service, Your violation of the TOS, or Your violation of any rights of another, whether You are a registered user or not.
You are solely responsible for Your actions when using the Service, including, but not limited to, costs incurred for Internet access.</p",1917,"INDEMNITYYou agree to indemnify and hold Discogs, and its subsidiaries, affiliates, officers, agents, co-branders or other partners, and employees, harmless from any alleged claim or demand, including reasonable attorney fees, made by any third party due to or arising out of Your use of the Service, Your connection to the Service, Your violation of the TOS, or Your violation of any rights of another, whether You are a registered user or not.You are solely responsible for Your actions when using the Service, including, but not limited to, costs incurred for Internet access.",0.9147286821705426,discogs
122,2054,"<p>We may review user account activity, such as private messages, account details and order pages, upon receipt of complaints from other users.",1910,"Discogs may review user account activity, such as private messages, account details and order pages, upon receipt of complaints from other users.",0.9583333333333334,discogs
123,2056,"TERMINATION
<p>You agree that We, in Our sole discretion, may terminate Your account (if applicable), and remove and discard any of Your content within the Service, for any reason, including and without limitation, the lack of use, or if We find that You have violated or acted inconsistently with the letter or spirit of the TOS.
You agree that any termination of Your access to the Service under any provision of this TOS may be effected without prior notice, and acknowledge and agree that We may immediately deactivate or delete Your account and any or all related information and files.
We reserve the right to bar any further access to such files or the Service.
You agree that We shall not be liable to You or any third party for any termination of Your access to the Service.
Any advanced accounts that are terminated will not be refunded.</p>
<p>Should You object to any terms and conditions of the TOS or any subsequent modifications thereto or become dissatisfied with the Service in any way, Your only recourse is to immediately discontinue use of the Service.</p>
<p>Upon termination of the Service, Your right to use the Service immediately ceases.
You shall have no right and We will have no obligation thereafter to forward any unread or unsent messages to You or any third party.",1924,"TERMINATIONYou agree that Discogs, in its sole discretion, may terminate Your account, and remove and discard any content within the Service, for any reason, including and without limitation, the lack of use, or if Discogs finds that You have violated or acted inconsistently with the letter or spirit of the TOS.You agree that any termination of Your access to the Service under any provision of this TOS may be effected without prior notice, and acknowledge and agree that Discogs may immediately deactivate or delete Your Discogs account and any or all related information and files.Discogs reserves the right to bar any further access to such files or the Service.You agree that Discogs shall not be liable to You or any third party for any termination of Your access to the Service.Advanced accounts that are terminated will not be refunded.Should You object to any terms and conditions of the TOS or any subsequent modifications thereto or become dissatisfied with the Service in any way, Your only recourse is to immediately discontinue use of the Service.Upon termination of the Service, Your right to use the Service immediately ceases.You shall have no right and Discogs will have no obligation thereafter to forward any unread or unsent messages to You or any third party.",0.8646762310973245,discogs
124,2057,You shall not interfere with another person’s use and enjoyment of the Service or another entity's use and enjoyment of similar services.</p>,1933,You shall not interfere with another person’s use and enjoyment of the Service or another entity's use and enjoyment of similar services.,0.9856115107913669,discogs
125,2058,Attempts to gain unauthorized access to other computer systems are prohibited.,1913,Attempts to gain unauthorized access to other computer systems are prohibited.,1.0,discogs
126,2059,"DISCLAIMER OF WARRANTIES
<p>YOU EXPRESSLY UNDERSTAND AND AGREE THAT:</p>
<p>(a) YOUR USE OF THE SERVICE IS AT YOUR SOLE RISK.
THE SERVICE ARE PROVIDED ON AN ""AS IS"" AND ""AS AVAILABLE"" BASIS.
WE EXPRESSLY DISCLAIM ALL WARRANTIES OF ANY KIND, WHETHER EXPRESS OR IMPLIED, INCLUDING, BUT NOT LIMITED TO THE IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NON-INFRINGEMENT",1927,"DISCLAIMER OF WARRANTIESYOU EXPRESSLY UNDERSTAND AND AGREE THAT:(a) YOUR USE OF THE SERVICE IS AT YOUR SOLE RISK.THE SERVICE IS PROVIDED ON AN ""AS IS"" AND ""AS AVAILABLE"" BASIS.DISCOGS EXPRESSLY DISCLAIMS ALL WARRANTIES OF ANY KIND, WHETHER EXPRESS OR IMPLIED, INCLUDING, BUT NOT LIMITED TO THE IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NON-INFRINGEMENT.",0.9616368286445013,discogs
127,2060,"(ii) THE SERVICE WILL BE UNINTERRUPTED, TIMELY, SECURE, OR ERROR-FREE,",1926,"(ii) THE SERVICE WILL BE UNINTERRUPTED, TIMELY, SECURE, OR ERROR-FREE,",1.0,discogs
128,2061,(2) not to use the Service for illegal purposes.,1909,(2) not to use the Service for illegal purposes.,1.0,discogs
129,2063,(V) ANY ERRORS IN THE SOFTWARE WILL BE CORRECTED.,1925,(V) ANY ERRORS IN THE SOFTWARE WILL BE CORRECTED.,1.0,discogs
130,2064,<p>(c) ANY MATERIAL DOWNLOADED OR OTHERWISE OBTAINED THROUGH THE USE OF THE SERVICE IS DONE AT YOUR OWN DISCRETION AND RISK AND THAT YOU WILL BE SOLELY RESPONSIBLE FOR ANY DAMAGE TO YOUR COMPUTER SYSTEM OR LOSS OF DATA OR OTHER LIABILITY THAT RESULTS FROM THE DOWNLOAD OF ANY SUCH MATERIAL.,1930,(c) ANY MATERIAL DOWNLOADED OR OTHERWISE OBTAINED THROUGH THE USE OF THE SERVICE IS DONE AT YOUR OWN DISCRETION AND RISK AND THAT YOU WILL BE SOLELY RESPONSIBLE FOR ANY DAMAGE TO YOUR COMPUTER SYSTEM OR LOSS OF DATA OR OTHER LIABILITY THAT RESULTS FROM THE DOWNLOAD OF ANY SUCH MATERIAL.,0.9948006932409013,discogs
131,2067,Our failure to exercise and enforce any right or provision of the TOS shall not constitute a waiver of such right or provision.,1921,The failure of Discogs to exercise and enforce any right or provision of the TOS shall not constitute a waiver of such right or provision.,0.9358490566037736,discogs
132,2070,"The TOS is governed by and interpreted in accordance with the laws of the State of Oregon, United States of America, without regard to principles of conflicts of laws.
The parties irrevocably and unconditionally submit to the exclusive jurisdiction of the courts of the State of Oregon with respect to any dispute or claim arising out of or in connection with the TOS",1907,"The TOS is governed by and interpreted in accordance with the laws of the State of Oregon, United States of America, without regard to principles of conflicts of laws. The parties irrevocably and unconditionally submit to the exclusive jurisdiction of the courts of the State of Oregon with respect to any dispute or claim arising out of or in connection with the TOS.",0.9959183673469387,discogs
133,2070,"The TOS is governed by and interpreted in accordance with the laws of the State of Oregon, United States of America, without regard to principles of conflicts of laws.
The parties irrevocably and unconditionally submit to the exclusive jurisdiction of the courts of the State of Oregon with respect to any dispute or claim arising out of or in connection with the TOS",1922,"The Shipping Labels TOS is governed by and interpreted in accordance with the laws of the State of Oregon, United States of America, without regard to principles of conflicts of laws. The parties irrevocably and unconditionally submit to the exclusive jurisdiction of the courts of the State of Oregon with respect to any dispute or claim arising out of or in connection with the Shipping Labels TOS.",0.954367666232073,discogs
134,2072,"If You exercise Your right to erasure or deletion of personal information pursuant to Our Privacy Policy, (i) Your user-generated content will be anonymized by having the username replaced by a generic term (i.e., ""previous user1234"" or simply ""user1234""), and (ii) We are entitled to continue using this anonymized user-generated content pursuant to the rights granted above.</p>",1911,"If You exercise Your right to erasure or deletion of personal information pursuant to the Privacy Policy, (i) Your user-generated content will be anonymized by having the user name replaced by a generic term (i.e., ""previous user1234"" or simply ""user1234""), and (ii) Discogs is entitled to continue using this anonymized user-generated content pursuant to the rights granted above.",0.9645203679369251,discogs
135,2073,"You are entirely responsible for any and all activities which occur under Your account if You do not maintain the confidentiality of Your password and account.
Furthermore, You are entirely responsible for any and all activities which occur under Your account by You or someone You authorize to use Your account.",1934,"You are entirely responsible for any and all activities which occur under Your account if You do not maintain the confidentiality of Your password and account.Furthermore, You are entirely responsible for any and all activities which occur under Your account by You or someone You authorize to use Your account.",0.9983948635634029,discogs
136,2075,"You will not use the Service for chain letters, junk mail, spamming or any use of distribution lists to any person who has not given specific permission to be included in such a process.</p>",1912,"You will not use the Service for chain letters, junk mail, spamming or any use of distribution lists to any person who has not given specific permission to be included in such a process.",0.9893617021276596,discogs
137,2076,"If a court finds any portion of the TOS to be unenforceable or invalid, that portion will be enforced to the fullest extent permitted by applicable law and the remainder of the TOS will remain valid and enforceable.</p>",1908,"If a court finds any portion of the TOS to be unenforceable or invalid, that portion will be enforced to the fullest extent permitted by applicable law and the remainder of the TOS will remain valid and enforceable.",0.9907834101382489,discogs
138,2077,"You may change Your password at any time.
You may also set up a new account and close an old one at Your convenience.</p>",1915,You may change Your password at any time.You may also set up a new account and close an old one at Your convenience.,0.9789029535864979,discogs
139,2081,"By visiting or using the Service, you agree that the laws of the United States and the State of California, without regard to principles of conflict of laws and regardless of your location, will govern these Terms and any dispute of any sort that might arise between you and the Company.",1944,"By visiting or using the Service, you agree that the laws of the United States and the State of California, without regard to principles of conflict of laws and regardless of your location, will govern these Terms and any dispute of any sort that might arise between you and the Company.",1.0,discord
140,2114,Our Services currently do not respond to “Do Not Track” (DNT) signals and operate as described in this Privacy Policy whether or not a DNT signal is received,1942,Our Services currently do not respond to “Do Not Track” (DNT) signals and operate as described in this Privacy Policy whether or not a DNT signal is received,1.0,discord
141,2115,We may use third party web site analytic tools such as Google Analytics on our website that employ cookies to collect certain information concerning your use of our Services.,1939,We may use third party web site analytic tools such as Google Analytics on our website that employ cookies to collect certain information concerning your use of our Services.,1.0,discord
142,2125,We reserve the right to update or modify this Privacy Policy at any time and from time to time without prior notice.,1943,We reserve the right to update or modify this Privacy Policy at any time and from time to time without prior notice.,1.0,discord
143,2133,"In the event of a corporate sale, merger, reorganization, bankruptcy, dissolution or similar event, your information may be part of the transferred assets.</p>",1935,"In the event of a corporate sale, merger, reorganization, bankruptcy, dissolution or similar event, your information may be part of the transferred assets.",0.9872611464968153,discord
144,2134,"In addition, we use technologies such as web beacons and single-pixel gifs to record log data such as open rates for emails sent by the system.</p>",1941,"In addition, we use technologies such as web beacons and single-pixel gifs to record log data such as open rates for emails sent by the system.",0.9862068965517241,discord
145,2145,"Customer agrees that it shall defend, indemnify, save and hold DiscourseHosting harmless from any and all demands, liabilities, losses, costs and claims, including reasonable attorney’s fees asserted against DiscourseHosting, its agents, its customers, officers and employees, that may arise or result from any service provided or performed or agreed to be performed or any product sold by customer, its agents, employees or assigns.",1955,"Customer agrees that it shall defend, indemnify, save and hold DiscourseHosting harmless from any and all demands, liabilities, losses, costs and claims, including reasonable attorney’s fees asserted against DiscourseHosting, its agents, its customers, officers and employees, that may arise or result from any service provided or performed or agreed to be performed or any product sold by customer, its agents, employees or assigns.",1.0,discoursehosting
146,2149,"We do not sell, trade, or rent Users personal identification information to others.",1952,"We do not sell, trade, or rent Users personal identification information to others.",1.0,discoursehosting
147,2150,"We offer an uptime guarantee of 99.9%.
Any downtime over 0.1% will be refunded with a prorated fee based on actual downtime per month.
Our network and servers are monitored continuously, and are rarely down except for scheduled maintenance and hardware and software upgrades",1958,"We offer an uptime guarantee of 99.9%.Any downtime over 0.1% will be refunded with a prorated fee based on actual downtime per month.Our network and servers are monitored continuously, and are rarely down except for scheduled maintenance and hardware and software upgrades.",0.9945155393053017,discoursehosting
148,2151,We may use information in the aggregate to understand how our Users as a group use the services and resources provided on our Site.,1953,We may use information in the aggregate to understand how our Users as a group use the services and resources provided on our Site.,1.0,discoursehosting
149,2152,"Certain services provided by DiscourseHosting are resold.
Thus, certain equipment, routing, software and programming used by DiscourseHosting are not directly owned or written by DiscourseHosting.</p>
",1948,"Certain services provided by DiscourseHosting are resold.Thus, certain equipment, routing, software and programming used by DiscourseHosting are not directly owned or written by DiscourseHosting.",0.9848484848484849,discoursehosting
150,2154,"DiscourseHosting shall not be responsible for any claimed damages, including incidental and consequential damages, which may arise from DiscourseHosting’ servers going off-line or being unavailable for any reason whatsoever.",1947,"DiscourseHosting shall not be responsible for any claimed damages, including incidental and consequential damages, which may arise from DiscourseHosting’ servers going off-line or being unavailable for any reason whatsoever.",1.0,discoursehosting
151,2156,"User may choose to set their web browser to refuse cookies, or to alert you when cookies are being sent.
If they do so, note that some parts of the Site may not function properly.",1954,"User may choose to set their web browser to refuse cookies, or to alert you when cookies are being sent.If they do so, note that some parts of the Site may not function properly.",0.9971988795518207,discoursehosting
152,2157,"<p>DiscourseHosting.com has the discretion to update this privacy policy at any time.
When we do, we will revise the updated date at the bottom of this page.
We encourage Users to frequently check this page for any changes to stay informed about how we are helping to protect the personal information we collect.
You acknowledge and agree that it is your responsibility to review this privacy policy periodically and become aware of modifications.",1956,"DiscourseHosting.com has the discretion to update this privacy policy at any time.When we do, we will revise the updated date at the bottom of this page.We encourage Users to frequently check this page for any changes to stay informed about how we are helping to protect the personal information we collect.You acknowledge and agree that it is your responsibility to review this privacy policy periodically and become aware of modifications.",0.9932432432432432,discoursehosting
153,2158,"Changes to the TOS
<p>DiscourseHosting reserves the right to amend any or all of the above policies, guidelines and disclaimer upon thirty (30) days prior written notice to you.",1949,"Changes to the TOSDiscourseHosting reserves the right to amend any or all of the above policies, guidelines and disclaimer upon thirty (30) days prior written notice to you.",0.9885714285714285,discoursehosting
154,2161,"
We may share generic aggregated demographic information not linked to any personal identification information regarding visitors and users with our business partners, trusted affiliates and advertisers for the purposes outlined above.",1957,"We may share generic aggregated demographic information not linked to any personal identification information regarding visitors and users with our business partners, trusted affiliates and advertisers for the purposes outlined above.",0.997867803837953,discoursehosting
155,2214,"p>
<p>You agree to defend, indemnify and hold harmless Disqus and its subsidiaries, agents, licensors, managers, and other affiliated companies, and their employees, contractors, agents, officers and directors, from and against any and all claims, damages, obligations, losses, liabilities, costs or debt, and expenses (including but not limited to attorney’s fees) relating to your use of Service or actions taken through the Service, your User Content or any other data or content transmitted or received by you.
or your violation of applicable law, third party proprietary rights or these Terms.&nbsp;</p",1998,"You agree to defend, indemnify and hold harmless Disqus and its subsidiaries, agents, licensors, managers, and other affiliated companies, and their employees, contractors, agents, officers and directors, from and against any and all claims, damages, obligations, losses, liabilities, costs or debt, and expenses (including but not limited to attorney’s fees) relating to your use of Service or actions taken through the Service, your User Content or any other data or content transmitted or received by you.or your violation of applicable law, third party proprietary rights or these Terms. ",0.9858215179316097,disqus
156,2215,Disqus reserves the right to revoke your license to use the Service at any time and for any reason,2073,Disqus reserves the right to revoke your license to use the Service at any time and for any reason.,0.9949238578680203,disqus
157,2216,"Disqus uses, and also engages third party ad partners and affiliates who use cookie IDs, device IDs (including mobile), hashed email addresses, IP address, ISP and browser information, demographic or interest data, content viewed and actions taken on the Service or Partner Sites, including information about the websites you’ve viewed and advertisements you’ve interacted within order to provide you with more relevant advertising targeted to your preferences and interests derived from your interaction with the Service, Partner Sites or other third party websites",2220,"Disqus uses, and also engages third party ad partners and affiliates who use cookie IDs, device IDs (including mobile), hashed email addresses, IP address, ISP and browser information, demographic or interest data, content viewed and actions taken on the Service or Partner Sites, including information about the websites you’ve viewed and advertisements you’ve interacted within order to provide you with more relevant advertising targeted to your preferences and interests derived from your interaction with the Service, Partner Sites or other third party websites.",0.999117387466902,disqus
158,2217,This Privacy Policy only applies to the data we collect when you use the Service or view the comments and does not apply to any website that uses the Service or other website linked to from the Service,2197,This Privacy Policy only applies to the data we collect when you use the Service or view the comments and does not apply to any website that uses the Service or other website linked to from the Service.,0.9975186104218362,disqus
159,2227,"Disqus may, in its sole discretion, modify or update this Privacy Policy from time to time, and so you should review this page periodically.
When we change the policy, we will update the ‘last modified’ date at the bottom of this page.
Your continued use of the Site following the posting of any changes to this policy means you accept such changes.</p>
<p>",1978,"Disqus may, in its sole discretion, modify or update this Privacy Policy from time to time, and so you should review this page periodically.When we change the policy, we will update the ‘last modified’ date at the bottom of this page.Your continued use of the Site following the posting of any changes to this policy means you accept such changes.",0.9857954545454546,disqus
160,2228,"We may, without prior notice to you, add or remove functionalities or features, and we may suspend or stop the Service altogether.</p>",2075,"We may, without prior notice to you, add or remove functionalities or features, and we may suspend or stop the Service altogether.",0.9848484848484849,disqus
161,2229,"You may opt-out of Newsletters and promotional emails from us at any time by using the opt-out mechanism contained in such emails (also referred to as ""unsubscribe"")",2131,"You may opt-out of Newsletters and promotional emails from us at any time by using the opt-out mechanism contained in such emails (also referred to as ""unsubscribe"").",0.9969788519637462,disqus
162,2230,"We may seek to acquire other businesses or merge with them.
If a change happens to our business, then the new owners may use your personal data in the same way as set out in this privacy notice",2147,"If a change happens to our business, then the new owners may use your personal data in the same way as set out in this privacy notice.",0.8134556574923547,disqus
163,2231,"When you use the Service, we may employ clear gifs (also known as web beacons) which are used to collect Technical Data and information such as online usage patterns.
",2237,"Clear Gifs (Web Beacons) Information: When you use the Service, we may employ clear gifs (also known as web beacons) which are used to collect Technical Data and information such as online usage patterns.",0.894878706199461,disqus
164,2232,"We may have to share your personal data with the parties set out below for the purposes set out in the table in paragraph 5 above.</p>
",2223,We may have to share your personal data with the parties set out below for the purposes set out in the table in paragraph 5 above.,0.9847328244274809,disqus
165,2233,"YOU AGREE THAT, BY ENTERING INTO THESE TERMS, YOU ARE WAIVING THE RIGHT TO A TRIAL BY JURY OR TO PARTICIPATE IN A CLASS ACTION.</p>",1995,"YOU AGREE THAT, BY ENTERING INTO THESE TERMS, YOU ARE WAIVING THE RIGHT TO A TRIAL BY JURY OR TO PARTICIPATE IN A CLASS ACTION.",0.9844961240310077,disqus
166,2234,"You are solely responsible for the activity that occurs on your account, and you must keep your account password secure.",2061,"You are solely responsible for the activity that occurs on your account, and you must keep your account password secure.",1.0,disqus
167,2235,The Service is not intended for use by children under the age of,2201,The Service is not intended for use by children under the age of 16.,0.9696969696969697,disqus
168,2236,"For users based in the European Economic Area (EEA) we may share your personal data within the Disqus Group or with external third parties.
This may involve transferring your data outside the EEA.</p>",2157,For users based in the European Economic Area (EEA) we may share your personal data within the Disqus Group or with external third parties.,0.8200589970501475,disqus
169,2237,"<p>In the event that any provision of these Terms is held to be invalid or unenforceable, then that provision will be limited or eliminated to the minimum extent necessary, and the remaining provisions of these Terms will remain in full force and effect.",1963,"In the event that any provision of these Terms is held to be invalid or unenforceable, then that provision will be limited or eliminated to the minimum extent necessary, and the remaining provisions of these Terms will remain in full force and effect.",0.994059405940594,disqus
170,2293,Refunds are only issued if required by law.,2287,Refunds are only issued if required by law.,1.0,dropbox
171,2303,These Terms don’t give us any rights to Your Stuff except for the limited rights that enable us to offer the Services.,2290,These Terms don’t give us any rights to Your Stuff except for the limited rights that enable us to offer the Services.,1.0,dropbox
172,2312,"We may revise these Terms from time to time to better reflect:</p>
<p>(a) changes to the law,</p>
<p>(b) new regulatory requirements, or</p>
<p>(c) improvements or enhancements made to our Services.</p>
<p>If an update affects your use of the Services or your legal rights as a user of our Services, we’ll notify you prior to the update's effective date by sending an email to the email address associated with your account or via an in-product notification.
These updated terms will be effective no less than 30 days from when we notify you.</p>
<p>If you don’t agree to the updates we make, please cancel your account before they become effective.
Where applicable, we’ll offer you a prorated refund based on the amounts you have prepaid for Services and your account cancellation date.
By continuing to use or access the Services after the updates come into effect, you agree to be bound by the revised Terms.</p>",2286,"We may revise these Terms from time to time to better reflect:(a) changes to the law,(b) new regulatory requirements, or(c) improvements or enhancements made to our Services.If an update affects your use of the Services or your legal rights as a user of our Services, we’ll notify you prior to the update's effective date by sending an email to the email address associated with your account or via an in-product notification.These updated terms will be effective no less than 30 days from when we notify you.If you don’t agree to the updates we make, please cancel your account before they become effective.",0.8083109919571045,dropbox
173,2314,"<p>We may revise these Terms from time to time to better reflect:</p>
<p>(a) changes to the law,</p>
<p>(b) new regulatory requirements, or</p>
<p>(c) improvements or enhancements made to our Services.</p>
<p>If an update affects your use of the Services or your legal rights as a user of our Services, we’ll notify you prior to the update's effective date by sending an email to the email address associated with your account or via an in-product notification.
These updated terms will be effective no less than 30 days from when we notify you.</p>
<p>If you don’t agree to the updates we make, please cancel your account before they become effective.",2286,"We may revise these Terms from time to time to better reflect:(a) changes to the law,(b) new regulatory requirements, or(c) improvements or enhancements made to our Services.If an update affects your use of the Services or your legal rights as a user of our Services, we’ll notify you prior to the update's effective date by sending an email to the email address associated with your account or via an in-product notification.These updated terms will be effective no less than 30 days from when we notify you.If you don’t agree to the updates we make, please cancel your account before they become effective.",0.9812855980471928,dropbox
174,2354,"If this policy is substantively updated,
we will update the text of this page and provide notice to you
at https://duckduckgo.com/about by
writing '(Updated)' in red next to the link to this page (in the footer) for a period
of at least 30 days.",2293,"If this policy is substantively updated,we will update the text of this page and provide notice to youat https://duckduckgo.com/about bywriting '(Updated)' in red next to the link to this page (in the footer) for a periodof at least 30 days.",0.9917695473251029,duckduckgo
175,2356,"<p>At DuckDuckGo, no cookies are used by default.
If you have changed any settings, then cookies are used to store those changes.
However, in that case, they are not stored in a personally identifiable way.",2291,"At DuckDuckGo, no cookies are used by default.If you have changed any settings, then cookies are used to store those changes.However, in that case, they are not stored in a personally identifiable way.",0.9877149877149877,duckduckgo
176,2358,"
<li>Last updated on 04/11/12.",2294,Last updated on 04/11/12.,0.9259259259259259,duckduckgo
177,2397,"Because there currently isn't an industry or legal standard for recognizing or honoring DNT signals, we don't respond to them at this time.",2309,"Because there currently isn't an industry or legal standard for recognizing or honoring DNT signals, we don't respond to them at this time.",1.0,ebay
178,2417,"You agree to indemnify, defend, and hold harmless Cornell Lab of Ornithology.
its affiliates and partners.
and their respective officers, directors, employees, agents, members, licensors, representatives, and third party providers to the&nbsp;Services from and against all losses, expenses, damages, and costs, including reasonable attorneys’ fees, resulting from any violation of these Terms.
Cornell Lab of Ornithology reserves the right to assume, at its sole expense, the exclusive defense and control of any matter subject to indemnification by you, in which event you will fully cooperate with Cornell Lab of Ornithology in asserting any available defenses.",2312,"You agree to indemnify, defend, and hold harmless Cornell Lab of Ornithology.its affiliates and partners.and their respective officers, directors, employees, agents, members, licensors, representatives, and third party providers to the&nbsp;Services from and against all losses, expenses, damages, and costs, including reasonable attorneys’ fees, resulting from any violation of these Terms.Cornell Lab of Ornithology reserves the right to assume, at its sole expense, the exclusive defense and control of any matter subject to indemnification by you, in which event you will fully cooperate with Cornell Lab of Ornithology in asserting any available defenses.",0.9977324263038548,ebird
179,2452,"You have the following rights with respect to us regarding the personal data relating to you:</p>
<ul>
<li>Right to information</li>
<li>Right to correction or deletion",2315,You have the following rights with respect to us regarding the personal data relating to you:Right to informationRight to correction or deletion,0.9501661129568106,ecosia
